source,author,content,language,polarity,sentiment,keyword_sentiment,keyword_score,categories,cluster
apple,Pizza AC,Te vaak slechte vertalingen en advertenties die niet weggaan!,nl,0.0,neutral,negative,-2,['general'],4
apple,THOMAS123-,"I got a one week free trail I Only accepted because i would be notified. But I didnt got notified. And then they took money of for the whole year. So I texted Duolingo and then the AI assistent replied with the problem and the Only solution was to connect with Apple so I did that, and I got my money back right away. But I would maybe get that you would take money of for a month but not for a whole year… So be aware when taking a free trial.",en,0.19285714285714287,positive,neutral,0,"['user_experience', 'gamification']",3
apple,Wies2504,Heerlijk om bijna elke dag weer wat te leren. Eigen tempo is erg fijn. Pushen wel erg om over te gaan op betaalde versie. Dat is jammer.,nl,0.0,neutral,neutral,0,"['language_availability', 'pricing', 'learning_effectiveness', 'user_experience']",4
apple,Alex bezakt,"Я хочу изучать Нидерланды язык на Русском , когда я смогу это сделать ?",ru,0.0,neutral,neutral,0,['general'],4
apple,Duolingo fan 2025,Ik ben begonnen 2 augustus met Spaans en nu is het 13 oktober en ik kan al vloeiend Spaans dit is de beste taal app als je een taal wilt leren in raad het echt aan!!!!!!!!!!!❤️,nl,0.0,neutral,neutral,0,"['language_availability', 'learning_effectiveness', 'user_experience']",0
apple,Xantippe75,Dat er steeds meer irritante reclame komt is één ding maar keer op keer dezelfde reclame is tenenkrommend😡,nl,0.0,neutral,negative,-1,['general'],4
apple,André Bonkie,"Duolingo heel erg leuk en leerzaam om te spelen , talen - rekenen - muziek je kan er je lol mee op, ik geniet er dagelijks van.",nl,0.8,positive,neutral,0,"['language_availability', 'learning_effectiveness', 'user_experience', 'gamification']",1
apple,Tippie lees het,Ik vind dat je op Duolingo snep en makkelijk leert allen is er een probleem je weet niet of je nu super Duolingo hebt ik wil het niet maar zo gedraagt Duolingo zich wel maar ik wil geen geld eraan uitgeven dus let goed op of je we of geen geld uit wil genen (tip het zit voor album de reclame) 🤨,nl,0.3333333333333333,positive,negative,-1,"['pricing', 'learning_effectiveness', 'user_experience', 'gamification']",0
apple,Jeadyelle11,Je leert echt elke taal je wilt ik ben bezig met Spaans en ik kan nu al bestellen in een koffie bedrijf dus por favor download het nu en por favor zoek op wat het in het Spaans betekent chao,nl,0.0,neutral,neutral,0,['language_availability'],0
apple,Wassie3,Since the energy function the app is really bad You sometimes can’t even do a single lesson making a fault is not allowed then you need to wait till your energy level is back up and try again a few hours later. It’s so bad for learning the function totally killed app.,en,-0.2673469387755102,negative,neutral,0,"['lessons_content', 'user_experience']",3
apple,Cococoocococck,Het is best leuk en je leert de taal snel,nl,1.0,positive,positive,1,"['language_availability', 'user_experience']",1
apple,Braaapaaap,"Al die nutteloze animaties van die luister oefeningen, die kosten me hele veel tijd. Je wacht een derde van je leven. Op stoplichten, anderen. Ik wil die stomme herhalende animaties kunnen skippen als ik betaal. Only fair.",nl,0.35,positive,neutral,0,"['language_availability', 'app_performance', 'pricing', 'lessons_content']",0
apple,Ghdvjyc,"This app does nothing for people with repetitive strain injury to ease the use: there is no way to give an answer by speech, each individual word has to be selected manually, resulting in lots of clicks. Then there are all the screens that get shown to you after each lesson, which you have to wait for and click through, even if you have plus membership like I do. This is super annoying as I’m not interested in all the points and challenges they bombard you with. I was hoping for an option to skip all that nonsense, but alas even with a paid membership I get so much spam. Then there is the lessons themselves, they are extremely repetitive, even if you find the patience to get into the higher levels and even if you consistently score an average of 99% correct: the app doesn’t recognise its too easy for you so you’re stuck learning at a level which is way too easy (and repetitive).",en,-0.02321428571428572,neutral,positive,1,"['lessons_content', 'user_experience']",3
apple,Cato de poepan,Sorry hoor maar die energie die hartjes vervangt slaat nergens op ik wil de hartjes terug. En ik denk dat de app oprecht beter wordt als ze gramma uitleggen zoals bijvoorbeeld bij duits naamvallen enzo,nl,-0.5,negative,neutral,0,"['battery_issues', 'user_experience']",0
apple,The Stump Jump,Everyday I enjoy Duo for learning French. Allready for 1275 days now. Thank you!,en,0.06666666666666667,neutral,neutral,0,['gamification'],3
apple,Bugs1986,Erg leuk en leerzaam Spaans leren. Iedere dag zo'n 10-15 min,nl,0.0,neutral,positive,1,"['language_availability', 'learning_effectiveness', 'user_experience']",1
apple,Je@moeder,Heel leuk en handig voor wiskunde en talen,af,0.0,neutral,positive,2,"['language_availability', 'user_experience']",1
apple,gewoon een man,En heel tof…. Hopelijk kan ik binnenkort echt gaan schaken!,nl,0.0,neutral,neutral,0,['general'],0
apple,Sarckwolf17,Het is erg leerzaam en ook nog leuk erg goet,nl,0.0,neutral,positive,1,"['learning_effectiveness', 'user_experience']",1
apple,berninl,"Ik leer de taal maar dat drammen - neem Max, Neem familie, nodig je vrienden uit - is echt irritant.",nl,0.0,neutral,negative,-1,['language_availability'],0
apple,Lillylove335,"Ik vind het een erg leuke app, maar ze vragen echt om de 5 opdrachten om duolingo super te kopen",nl,0.3333333333333333,positive,positive,2,"['lessons_content', 'user_experience', 'gamification']",2
apple,LaPeeBetooo,Duolingo heeft me echt geholpen mijn frans te verbeteren! Au revoir ❤️,nl,0.0,neutral,neutral,0,"['language_availability', 'gamification']",4
apple,Ikerbetgi,Beeeeeesssssttttttt game ever,nl,-0.4,negative,neutral,0,['general'],4
apple,Het is mij die zegt:,"Het is echt een spelletje. Je moet echt heel lang spelen, voordat je iets geleerd heb. Wat mij betreft zit er veel te veel herhaling in. Het programma heeft niet door als je iets heel makkelijk vind",nl,0.0,neutral,negative,-1,['user_experience'],4
apple,Heoeienneleosocoxkh,marketing is getting obnoxious. no one needs or cares about the “lore” of the bird. the new energy update is one of the worst updates every produced by duolingo including the learning paths update a while ago. this is just a cash grab it disincentivizes free users from making progress and encourages them to pay. duolingo is no longer on the “mission” to make language learning free. plus the lessons aren’t applicable. random words and sentences do not help to learn a language. go to a different app. there are more effective ones,en,0.06704545454545455,neutral,positive,1,"['learning_effectiveness', 'lessons_content', 'user_experience', 'gamification']",3
apple,ikke johnny,Is leuk om te doen,af,0.0,neutral,positive,1,['user_experience'],1
apple,imoan2001,Ik had graag als nederlands sprekende ook grieks willen leren helaas kan ik deze optie niet vinden vanuit het nederlands?,nl,0.0,neutral,negative,-1,"['language_availability', 'learning_effectiveness']",0
apple,Denenes2005,Jammer dat het niet in het Nederlands is,nl,0.0,neutral,negative,-2,['language_availability'],4
apple,Ekasuisthebest,"Wow I never had a app better then this for learning,keep the work duo",en,0.3,positive,neutral,0,"['user_experience', 'gamification']",3
apple,Arwen Hardeman,Ik speel het elke dag het super leuk!,af,0.41666666666666663,positive,positive,2,['user_experience'],1
apple,WaldaG,Heel irritant dat de hartjes zijn vervangen door energy’s en deze ook aftellen wanneer je geen fouten maakt. Ik overweeg te stoppen met Duolingo.,nl,0.0,neutral,negative,-2,['gamification'],0
apple,YourLocalAdam,I really like this app because it’s designed very good and it’s so easy to learn languages definitely get this,en,0.3858333333333333,positive,neutral,0,['user_experience'],3
apple,Noedinoblox,Ik vind het wel fijn als ik net wakker ben dat ik even Engels ga leren ook al leer ik in groep 5 al Engels maar die weet ik allemaal al! 🫠,af,0.0,neutral,positive,1,"['language_availability', 'learning_effectiveness', 'user_experience']",0
apple,12@#hfxvbuyigsuggdkg2,I like this app but the energy is just annoying.,en,-0.8,negative,neutral,0,['user_experience'],3
apple,Lot Vanthoor,Je kan het heel makkelijk leren,nl,0.0,neutral,neutral,0,"['learning_effectiveness', 'user_experience']",4
apple,MONSTIEZ4EVER!💜,Ik dacht dat je geen advertenties zou krijgen. Dus wel! En dwing me alsjeblieft niet om dat gratis super voorproefje waar je uiteindelijk toch voor moet betalen,nl,0.3333333333333333,positive,negative,-1,"['language_availability', 'pricing']",4
apple,Leukste Berner,Heel leuk voeg evenementen toe,nl,0.0,neutral,positive,1,['user_experience'],1
apple,Mspaansv,Perfect vooral omdat ik graag deze talen wil leren en later in Spanje wil gaan wonen,nl,0.5,positive,positive,1,"['language_availability', 'learning_effectiveness']",0
apple,67    .,Ik krijg in één n dag 11 pushberichten,nl,0.0,neutral,neutral,0,['general'],0
apple,Oliver4fannnnnnnn,Ik kon echt geen Frans maar nu ben ik echt goed Duolingo heeft me fantastisch geholpen en ik zal het zeker aanraden aan mensen die een taal willen leren spreken,nl,0.0,neutral,positive,1,"['language_availability', 'learning_effectiveness', 'gamification']",0
apple,snoek58,Het is plezierig om te doen en je gaat goed vooruit.,nl,0.0,neutral,positive,1,"['learning_effectiveness', 'user_experience']",4
apple,evnevnevnevnevn,"What started as an amazing app for learning new languages for free (with advertisements) has fallen down to an AI-generated app, that is only playable with a subscription. Instead of connecting people through languages, it separates them through the use of AI and money. Shame.",en,0.19616161616161618,positive,neutral,0,['user_experience'],3
apple,Mimi2010:),Perfect om te downloaden het leert je ook echt goed het helpt je heel goed ook zonder te betalen,nl,1.0,positive,positive,3,"['language_availability', 'learning_effectiveness']",4
apple,Micuitalmere,"Het is een prachtige app, maar het is zo jammer dat je na het betalen van de Pro-versie (107 euro per jaar) toch nog steeds wordt geconfronteerd met pogingen om extra geld uit je te halen. Wees vanaf het begin gewoon duidelijk over alle kosten. Het is frustrerend wanneer een les halverwege wordt afgebroken omdat je niet wilt betalen voor extra punten.

Ik neem mijn lessen serieus en wil me kunnen concentreren op leren, niet op reclame of slimme trucs om me meer te laten betalen. Als jullie meteen duidelijk hadden aangegeven wat het maximale pakket inhoudt, had ik dat waarschijnlijk direct genomen. Maar nu heb ik het gevoel dat zelfs bij een upgrade er weer nieuwe banners en betaalopties opduiken.

Nogmaals: een prachtige app — maar het voortdurende gevoel dat er telkens iets extra’s uit je wordt getrokken, is echt jammer.",nl,0.025,neutral,negative,-1,"['language_availability', 'pricing', 'learning_effectiveness', 'lessons_content', 'user_experience', 'gamification']",0
apple,Paulus_chabo,Best leuk appje jammer alleen dat sommige zinnen letterlijk vertaald zijn uit het Engels waardoor het raar klinkt,nl,1.0,positive,neutral,0,"['language_availability', 'user_experience']",1
apple,Beebee Dapperen,"Alles!
De opbouw en presentatie.
Het leert heel makkelijk!

Zoals op tijd even een paar herhalingen. Ik vermaak me kostelijk met de leraren/leraressen. Mijn favoriet is het uiltje.
Ook de uitdagingen die je krijgt. En de variatie. Van schrijven, tot uitspraak en paren combineren etc…

Mijn complimenten voor het programma! Het technische gebeuren, software.

Mile grazie!",nl,0.0,neutral,neutral,0,"['lessons_content', 'user_experience']",4
apple,ertgdjfnfubrtrtrtyydhgjfo,Je krijgt wel steeds reclame,nl,0.0,neutral,neutral,0,['general'],4
apple,Damarlboroman,"The app went from 5 star language tool to some cash grab, wannabe premium service that no longer serves the original purpose, but nowadays fully entertains corporate greed. Feels like the average pay-to-win platform that has no principles or the old “pro bono publico” mission. Either go fully paid or remove the new energy system. As a long term user, I am deleting it and wish you luck.",en,0.06856060606060606,neutral,neutral,0,"['pricing', 'lessons_content', 'user_experience']",3
apple,Peter Paul L,Ook met een betaalde account blijft de app storend veel reclame pop-ups sturen.,nl,0.0,neutral,positive,1,"['language_availability', 'pricing', 'user_experience']",2
apple,Tkelapdoap,Amazing app! I love starting the day with Duolingo!,en,0.4166666666666667,positive,neutral,0,"['user_experience', 'gamification']",3
apple,Cas Freeze,Duolingo is compleet verpest door de komst van energy. Je wordt bijna gedwongen om Duolingo plus te halen want anders kun je Max 2 lessen per dag volgen. Maximaal soms kun je ook maar 1 les maken en dan moet je weer 24 uur wachten. Duolingo is dus eigenlijk een app geworden waar je moet voor betalen. Doe hier alsjeblieft iets aan.,nl,0.0,neutral,neutral,0,"['language_availability', 'app_performance', 'lessons_content', 'user_experience', 'gamification']",4
apple,joey111111119,"Prima app om te leren, alleen veel te duur en gratis versie werkt ook niet omdat je na een paar oefenen niet meer verder kan dan moet je betalen",nl,0.0,neutral,negative,-1,"['language_availability', 'pricing', 'learning_effectiveness', 'user_experience']",4
apple,Ikplayergg,"Fun! I only use is for chess lessons, but its useful for languages to! Pro is quite cheap, cus you can add 5 peaple",en,0.2875,positive,neutral,0,['lessons_content'],3
apple,Airfighte900,KAPOT GOEIE,de,0.0,neutral,neutral,0,['general'],4
apple,Speedsters 350,Superleuk je kunt er heel veel taken op leren! Tipje: eerst was er nog geen Nederlands dus je moest een cursus in het Engels doen,nl,0.0,neutral,positive,1,"['language_availability', 'learning_effectiveness', 'user_experience']",4
apple,🍟🧈🥘🧈🌮🍟🍔🍳🍳,Ik vind Duolingo leuk want ik leer Engels en het is heel leerzaam en ja ook leuk met vrienden en met die widgets echt super leuk!!!!!!!!,af,1.0,positive,positive,2,"['language_availability', 'learning_effectiveness', 'user_experience', 'gamification']",1
apple,gandjkfydb vidudfyhxhdhxgfj,engels leren is leuk voor kinderen maar ook heel goed,nl,0.0,neutral,positive,2,"['language_availability', 'learning_effectiveness', 'user_experience']",1
apple,🦇✨🌟,Ik vind het zelf heel fijn om er Engels mee te leren,nl,0.0,neutral,positive,1,"['language_availability', 'learning_effectiveness', 'user_experience']",0
apple,Corretje54,"Why with energy instead of hearts? It’s not fun anymore. You only want to earn money I think. Your energy is gone fast even if you don’t make mistakes.  If you want to learn some extra, your energy is already gone. With the hearts you could play and practice a little every day. I quit.",en,-0.027499999999999997,neutral,neutral,0,['general'],3
apple,🥰Sarah🥰,Het is fijn om te leren jammer dat de batterij snel op is verder is alles goed 🥰,nl,0.0,neutral,positive,1,"['battery_issues', 'learning_effectiveness', 'lessons_content', 'user_experience']",4
apple,Xmerelxoxo,"Replaces its employee with AI and made the choice to go ""AI-first"". Shameful.",en,0.0,neutral,neutral,0,['general'],3
apple,Es Sie,"Je had altijd 5 hartjes in Duolingo. 5 fouten mocht je maken. Dat is nu vervangen door een batterij. Ook al zijn je antwoorden goed, de batterij loopt snel leeg. Dit haalt het plezier helemaal weg!
Het is wel een leuke app om met een taal bezig te zijn. Maar met deze update weet ik t niet meer",nl,0.0,neutral,positive,1,"['battery_issues', 'language_availability', 'learning_effectiveness', 'user_experience', 'gamification']",4
apple,Hallo 10198,Dit is echt geweldig en een leuke manier van leren,nl,0.0,neutral,positive,2,"['learning_effectiveness', 'user_experience']",4
apple,WayTwo,"Serious daily user here since 2019, My motivation to continue my streak just dropped from 100 to 0 after Duolingo decided to replace the heart system for something more aweful. Even if I complete 2 perfect lessons, I don‘t have enough energy to complete lesson 3. what were they thinking?",en,0.19523809523809524,positive,positive,1,"['lessons_content', 'gamification']",3
apple,Peter de vis,Could not even do one legendary lesson with full energy. Not worth it anymore after the update,en,0.4000000000000001,positive,neutral,0,['lessons_content'],3
apple,Mars Rob,"Not sure the reason why but I noticed more and more mistakes and errors in the content: very loose translations, missing hints, grammar mistakes…",en,0.09,neutral,neutral,0,['general'],3
apple,malpwjfijw,"I used to truly enjoy this app and spend a lot of time on it. Now after the latest update it’s sadly not the case anymore, they really ruined the experience.",en,0.33749999999999997,positive,neutral,0,['user_experience'],3
apple,Rik Slenders,"Na de meest recente update is het minder geworden, verder is het een super goede app en heel leerzaam",nl,0.3333333333333333,positive,positive,2,"['learning_effectiveness', 'user_experience']",4
apple,Femketh,"Er verandert steeds iets waardoor DuoLingo hoopt dat je aan het betaalde abonnement gaat, zo is de uitleg helemaal weg. Ook is het hartje verandert in energie waardoor je nog maar 2-3 lessen per keer kunt doen, terwijl ik eerder oneindig veel lessen op een dag deed.
De volgorde van wat je leert is ook niet de meest logisch, als je bedenkt wat je in praktijk zou willen kunnen zeggen.
Daarnaast zijn de Nederlandse vertalingen duidelijk niet door een (Nederlands) persoon gemaakt. El abrigo negro = de zwarte jas, maar wordt vertaald als ‘de negerjas’, echt belachelijk.
Als je Spaans wilt leren om echt in de praktijk te gebruiken, zou ik voor een andere app gaan. Dat ga ik ook doen.",nl,0.0,neutral,negative,-1,"['battery_issues', 'language_availability', 'pricing', 'learning_effectiveness', 'lessons_content', 'user_experience', 'gamification']",0
apple,All do CJ kennen,The sentence you learn are useless. Please make real useful everyday communication sentences,en,-0.08333333333333336,neutral,neutral,0,['lessons_content'],3
apple,M.Prins,Hartjes terug,da,0.0,neutral,neutral,0,['general'],4
apple,Goed😁😍😍😍😆😍😍😁,Duolingo is een goede app,nl,0.0,neutral,positive,1,"['learning_effectiveness', 'user_experience', 'gamification']",2
apple,HermanGüring,"Its a shame they went from hearts to energy, just another etep to make you watch adds so they can profit",en,0.0,neutral,neutral,0,['general'],3
apple,Anne &arco,Leuk en leerzaam,nl,0.0,neutral,positive,1,"['learning_effectiveness', 'user_experience']",1
apple,Wak6817,I am doing Duolingo math course and I LOVE it because it has math puzzles,en,0.5,positive,neutral,0,"['lessons_content', 'gamification']",3
apple,Luuureesduufhr,Ik kan geen Engels en nu wel super fijn alleen de reclames voor super zijn irritant,nl,0.3333333333333333,positive,neutral,0,"['language_availability', 'user_experience']",0
apple,Harrie vanhet Hof,Je leert op een leuke manier een vreemde taal. Duolingo motiveert maar is ook vaak ongeduldig,nl,0.0,neutral,positive,1,"['language_availability', 'user_experience', 'gamification']",4
apple,Jasmijn321!,Ik kan nu al een beetje Engels voor de mensen die twijfelen je moet het gewoon doen want het is een app die in verschillende manieren je verschillende soorten taal kan leren deze app ik een aanrader nee je moet het gewoon nemen het is een geweldige app,nl,0.0,neutral,positive,1,"['language_availability', 'learning_effectiveness', 'user_experience']",2
apple,ijsklomp,"Ik geef maar 1 ster, wat is dit voor iets vreselijks. 7 jaar leer ik al maar dit is vreselijk ik kan 1 les doen en dan energie op. Heb je genoeg energie is de tijd alweer om dubbel of driedubbel te spelen. Zo slecht !!!! Bestaat alleen nog uit lange reclame",nl,0.0,neutral,negative,-1,"['battery_issues', 'lessons_content']",0
apple,Saarelaar,Ik vind het heel leerzaam en leuk alleen vind ik het jammer dat je energie naar een les al op gaat ik wil gewoon altijd verder.,nl,0.0,neutral,neutral,0,"['battery_issues', 'learning_effectiveness', 'lessons_content', 'user_experience']",0
apple,frle10,"The app is clearly being updated and taken care of. I like it and it’s fun and the family plan is affordable and great to use. I do think they are supposed to focus on languages more than math, music and chess. However, those seem to be getting them money right now as people seem to really like chess on Duolingo. I just think they should innovate in language learning.",en,0.3642857142857143,positive,neutral,0,"['user_experience', 'gamification']",3
apple,Kwallmark,Erg leuk en doeltreffend. Maar zeker voor de onbetaalde versie niet super veel variatie en geen grammatica…,nl,0.3333333333333333,positive,neutral,0,"['language_availability', 'pricing', 'user_experience']",1
apple,"Disaappointed, not surprised","Despite showering you while playing with claims about users starting to speak quickly or performing great, they respond in the end that it was only meant to give people confidence that they can learn a language, and not that they teach a language. Which it does not do. Just a game.",en,0.14666666666666667,positive,neutral,0,['general'],3
apple,???[,Duolingo is heel goed in taalessen je leert bijvoorbeeld Italiaans en zelfs Chinees en je kunt ook muziekles en wiskunde leren,nl,0.0,neutral,positive,1,"['language_availability', 'learning_effectiveness', 'lessons_content', 'gamification']",4
apple,Kareltje1993,Gebruik het nu duidelijk minder,nl,0.0,neutral,neutral,0,['general'],4
apple,Loraine cool,Heellllll leukkkkkkkkk en leerzaam,fi,0.0,neutral,positive,1,"['learning_effectiveness', 'user_experience']",1
apple,Kürt oğlu Kürt,Türkçe- Hollandaca ve Kürtçe neden yok?,tr,0.0,neutral,neutral,0,['general'],4
apple,Gnjoooo,Geweldig ik kan veel beter Italiaans,af,0.0,neutral,positive,1,['general'],0
apple,Єва баришевска,"You see, l like Duolingo and learning but I only got Emails about Duolingo and it has adds every time you complete a lesson. But I still like it because it’s not that bad. I don’t want to o  pay for better learning on a phone.                                WHAT i LIKE i like that you still can learn a language and you have also learning games. And off course I can learn a language one or two or even three different languages :₴@()₴!?)?;₴”;:?)& rhsbdnenenenenenenenenenenenenenenenenenenenenrnrnrnrnendndjdjf( just doing something weird) : and also you have energy and you can do only 4-5 lessons",en,-0.0857142857142857,neutral,neutral,0,"['lessons_content', 'gamification']",3
apple,PsgDaani,4,unknown,0.0,neutral,neutral,0,['general'],4
apple,Cocoa52NL,"Erg leuk, je wilt blijven oefenen als je fouten maakt doe je die opnieuw en als het makkelijk is krijg je moeilijkere oefeningen! Echt leuk leren",nl,0.0,neutral,positive,2,"['learning_effectiveness', 'lessons_content', 'user_experience']",1
apple,PolitieMaxim,"Leuke app om Engels te leren of andere talen, mijn opa gebruikt het ook.",nl,0.0,neutral,positive,1,"['language_availability', 'learning_effectiveness', 'user_experience']",2
apple,Wwwwwwwwwwoooooooooow,Het is een super educatieve en entertaining app. Je leert een hoop in een korte tijd en het plezier gaat er niet af! Zeker een aanrader!,nl,0.5572916666666666,positive,neutral,0,['user_experience'],2
apple,Willem1998-,Enorme woke propaganda geworden. Zonde.. ik wil een taal leren en geen politieke agenda opgedrongen krijgen.,nl,-0.1,neutral,negative,-1,"['language_availability', 'learning_effectiveness']",0
apple,Gautam K,Ads have gotten out of hand. It used to be fun but it’s unusable now.,en,0.3,positive,neutral,0,['general'],3
apple,Jk😌,Ik vindt dit een fijne leerzame app ik leer Spaans zonder basis met deze app wordt ik er steeds beter in!,nl,0.0,neutral,positive,1,"['language_availability', 'user_experience']",0
apple,Anniek_75,De vertaling heeft vaak fouten en er is geen uitleg van de grammatica,nl,0.0,neutral,negative,-1,['general'],4
apple,Elliffokin,Çok teşekkür ederim ☺️ okulda senin sayende her şeyi hallettim💗,tr,0.0,neutral,neutral,0,['general'],4
apple,Brokpok,Goeeeeeeeeeeeeeeeed,nl,0.0,neutral,neutral,0,['general'],4
apple,Mysterieuze panda,Het is zo leuk ik keer maar tegelijk zit ik ook te genieten!,nl,0.0,neutral,neutral,0,['user_experience'],0
apple,Floormaes,Echt heel fijn ik liep heel erg achter op school maar nu loop ik op het goede niveau,nl,0.0,neutral,positive,2,"['learning_effectiveness', 'user_experience']",0
apple,Kensitje,Je leert zonder geld kan je je eigen taal leren en muziek en wiskunde zonder geld alleen heel veel reclame over super Duolingo,nl,0.3333333333333333,positive,positive,1,"['language_availability', 'pricing', 'learning_effectiveness', 'gamification']",4
apple,Het beste spel!!!!!!!!,Dit spel is perfect voor als je een nieuwe taal wil leren ik oefen nu al 2 dagen en ik begin er nu al goed in te worden!.,nl,1.0,positive,positive,2,"['language_availability', 'learning_effectiveness']",0
apple,Mik ka do,Wat een vreselijke depressieve Lisa !!!!!,nl,0.0,neutral,neutral,0,['general'],4
apple,Rubinvh,No Persian while it’s one of the oldest languages around plus more than 300milion are speaking it around the world.,en,0.5,positive,neutral,0,['general'],3
apple,Ghaasjes,Goede app die je helpt met consequent doorleren. Duolingo vogeltje kan nogal dwingend en agressief worden als je niet op tijd oefent. Is wel grappig en irritant.,nl,0.0,neutral,neutral,0,"['learning_effectiveness', 'user_experience', 'gamification']",2
apple,Tyanna van Damme,Ik kan hier door bijna Duits praten,nl,0.0,neutral,neutral,0,['general'],0
apple,willy de crocodil,Ik geef 3 sterren want ik word steeds geappt door due lingo en dat is irritant,af,-0.125,negative,negative,-1,['user_experience'],0
apple,Duits2,Jammer dat er geen grammatica is.,nl,0.0,neutral,negative,-2,['general'],4
apple,WeedForSleep,"My sister already has access few months ago, when can I find chess in my Duolingo???",en,-0.2,negative,neutral,0,['gamification'],4
apple,Wordterblijvan.nl,Leuke en simpele manier om een taal te leren alleen wel duur als je meer dan 3 keer per dag wilt leren,nl,0.0,neutral,positive,1,"['language_availability', 'learning_effectiveness', 'user_experience']",4
apple,Secret Cinema,"Feels like playing a game, keeps you interested and helps your learning process. Not sure how they will implement the writing process, but so far it’s been great.",en,0.1,neutral,positive,1,['learning_effectiveness'],3
apple,yassqueeneeeeee,So i downloaded this app to learn chess and an very good language je mama doma. Its sooooo good especially chess ! YASS QUEEN. so i recommend this app very much. QUEEN OUT.,en,0.46749999999999997,positive,neutral,0,['user_experience'],2
apple,Bramhut,"Unfortunately Duolingo recently introduced the energy system, making it impossible to do more than 1 or 2 lessons a day (<10min of learning) without paying
Really sad to see this change…",en,-0.2333333333333333,negative,neutral,0,"['lessons_content', 'gamification']",3
apple,Myra_oiia,"Ik vind duolingo een goede manier om te oefenen op Frans, Duits, Spaans en wiskunde maar het is moeilijk om de energie niet kwijt te raken.
Ook snapte ik niets van wiskunde…",nl,0.0,neutral,neutral,0,"['battery_issues', 'language_availability', 'learning_effectiveness', 'user_experience', 'gamification']",0
apple,joja59,Ik vind de prijs voor Max erg hoog,nl,0.0,neutral,neutral,0,['general'],0
apple,Hrokok,Ik geef Duolingo vijf sterren omdat je er van leert en het is leuk dus als je een taal wil leren of op vakantie gaat naar buitenland speel dan vooral Duolingo,nl,0.0,neutral,positive,1,"['language_availability', 'learning_effectiveness', 'user_experience', 'gamification']",4
apple,Dancing conga,I want to learn Turkish so I downloaded duo now he’s trying to get me cus I didn’t do my lesson,en,0.0,neutral,neutral,0,"['lessons_content', 'gamification']",3
apple,Bex Chaveiro,Can you maybe change that we don’t use energy cus then I can just keep going. Thank you,en,0.0,neutral,neutral,0,['general'],3
apple,Ani tchintcharauli,Duo lingo is amazing! It can learn you every language you want! Im am learning french now and i learn like je voudrais un croissant. That means i would like a croissant thats why you need to downoad duo lino,en,0.46875000000000006,positive,neutral,0,['gamification'],3
apple,IDKANONIEMGUY,我是荷蘭人。我正在寫這！謝謝， Duolingo！,lt,0.0,neutral,neutral,0,['gamification'],4
apple,🦞🦣🐊🐅🦞🐊🐬🐅🦕🐬🐅,Echt heel leerzaam,nl,0.0,neutral,neutral,0,['learning_effectiveness'],1
apple,WendyVliegt,"In het verleden had je bij Duolingo hartjes. Elke fout was een hartje minder. Nu heb je energie. Die je ook kwijt raakt als je alles goed hebt! Nu kun je dus alleen meerdere lessen op een dag volgen als je Super aanschaft. Echt irritant. Ik begreep dat het een test was, nou bij deze: test NIET succesvol. Terug naar de hartjes graag!",nl,0.41666666666666663,positive,neutral,0,"['battery_issues', 'learning_effectiveness', 'lessons_content', 'gamification']",0
apple,-=dzdz=-,They fixed dictionary and now I can study mote thn 5 same words. Bt now it is super haaaaaarrrrd to close commercials,en,0.14444444444444446,positive,positive,1,['general'],3
apple,Aroz Messi,You learn so good,en,0.7,positive,neutral,0,['general'],4
apple,Eerlijk zeggen,Sinds het nieuwe systeem met de energie meter ipv de hartjes is het gebruik van de app zeer demotiverend. Van 5 sterren naar 1 ster maximaal.,nl,0.0,neutral,neutral,0,"['battery_issues', 'user_experience']",4
apple,Jeynep 15,"Cok güzel ama tek sorun bu uygulama çok güzel 
Olmuş benlik",tr,0.0,neutral,neutral,0,['general'],4
apple,"1,2,3,4,5,6,7,8,910",Het helpt je extra met alle talen beter kan niet! Maar misschien moet je soms een beetje betalen als je een abonnement hebt!,nl,0.0,neutral,neutral,0,"['language_availability', 'pricing', 'learning_effectiveness']",4
apple,Hmgrgmjugfdgnmmjhbcserujj,Ik heb Engels super snel geleerd maar dan ook super snel dus ja dat is goed maar het svhtijven van Engels is nog een beetje moeilijk maar ik durf Engels te spreken maar het enige nadeel is dat er na elke les die ik doe krijg ik een super abonnement reclame en ik word er geïrriteerd van!,nl,0.3611111111111111,positive,positive,2,"['language_availability', 'pricing', 'learning_effectiveness', 'lessons_content', 'user_experience']",0
apple,Neymarlocoloco,Ik kan nu beter Frans door Duolingo,af,0.0,neutral,neutral,0,"['language_availability', 'gamification']",0
apple,Kleinerat40,"Leuke app met makkelijke oefeningen in het spaans. Alleen irritant dat je altijd meldingen krijgt voor het oefenen. Voor de rest, top app!!",nl,0.78125,positive,neutral,0,"['language_availability', 'lessons_content', 'user_experience']",2
apple,Fauve pel,Het is super leuk je kan er op een leuke manier taal leren en ik vind het super leuk daarom ga ik misschien ook wel super duo Lingo doen alleen ik vind die batterij een beetje onhandig want dan kan je in een keer niet meer doorspelen maat nog steeds is het super leuk,nl,0.3333333333333333,positive,positive,2,"['battery_issues', 'language_availability', 'learning_effectiveness', 'user_experience', 'gamification']",1
